Date : 2024-09-13 11:13:35
Directory : /home/jklasen/A-DRZ/argus
Total : 550 files,  89832 codes, 18732 comments, 19024 blanks, all 127588 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/jklasen/A-DRZ/argus/app/templates/headerOverview.html                                                               | HTML               |        156 |          0 |         21 |        177 |
| /home/jklasen/A-DRZ/argus/app/templates/headerReport.html                                                                 | HTML               |        131 |          0 |         14 |        145 |
| /home/jklasen/A-DRZ/argus/app/templates/keyframe_overview.html                                                            | HTML               |         62 |          0 |          3 |         65 |
| /home/jklasen/A-DRZ/argus/app/templates/mapViewer.html                                                                    | HTML               |        695 |          3 |        169 |        867 |
| /home/jklasen/A-DRZ/argus/app/templates/panoViewer.html                                                                   | HTML               |        113 |          0 |         11 |        124 |
| /home/jklasen/A-DRZ/argus/app/templates/panoViewerSlam.html                                                               | HTML               |        480 |          0 |         37 |        517 |
| /home/jklasen/A-DRZ/argus/app/templates/photoViewer.html                                                                  | HTML               |      1,735 |          0 |        339 |      2,074 |
| /home/jklasen/A-DRZ/argus/app/templates/poi_test.html                                                                     | HTML               |        123 |          0 |          7 |        130 |
| /home/jklasen/A-DRZ/argus/app/templates/popupEditDetectionType.html                                                       | HTML               |        144 |          0 |         37 |        181 |
| /home/jklasen/A-DRZ/argus/app/templates/projectsOverview.html                                                             | HTML               |        465 |          2 |         71 |        538 |
| /home/jklasen/A-DRZ/argus/app/templates/simpleUpload.html                                                                 | HTML               |        936 |          0 |        205 |      1,141 |
| /home/jklasen/A-DRZ/argus/app/templates/stella_vslam_report.html                                                          | HTML               |        753 |          1 |         99 |        853 |
| /home/jklasen/A-DRZ/argus/app/templates/stella_vslam_upload.html                                                          | HTML               |      1,129 |         10 |        187 |      1,326 |
| /home/jklasen/A-DRZ/argus/app/templates/stella_vslam_upload_insv.html                                                     | HTML               |      1,076 |          6 |        171 |      1,253 |
| /home/jklasen/A-DRZ/argus/app/templates/tableStyle.css                                                                    | CSS                |         16 |          0 |          6 |         22 |
| /home/jklasen/A-DRZ/argus/app/templates/weather.html                                                                      | HTML               |         19 |          0 |          1 |         20 |
| /home/jklasen/A-DRZ/argus/app/templates/webODM.html                                                                       | HTML               |        198 |          0 |         15 |        213 |
| /home/jklasen/A-DRZ/argus/app/thermal/__init__.py                                                                         | Python             |          0 |          0 |          1 |          1 |
| /home/jklasen/A-DRZ/argus/app/thermal/plugins/dji_thermal_sdk_v1.4_20220929/Readme.md                                     | Markdown           |         90 |          0 |         42 |        132 |
| /home/jklasen/A-DRZ/argus/app/thermal/plugins/dji_thermal_sdk_v1.4_20220929/tsdk-core/api/dirp_api.h                      | C++                |        133 |        275 |         49 |        457 |
| /home/jklasen/A-DRZ/argus/app/thermal/plugins/dji_thermal_sdk_v1.4_20220929/tsdk-core/api/dirp_wrapper.h                  | C++                |         40 |         24 |         11 |         75 |
| /home/jklasen/A-DRZ/argus/app/thermal/plugins/dji_thermal_sdk_v1.4_20220929/tsdk-core/lib/linux/release_x64/libv_list.ini | Ini                |         16 |          0 |          4 |         20 |
| /home/jklasen/A-DRZ/argus/app/thermal/plugins/dji_thermal_sdk_v1.4_20220929/tsdk-core/lib/linux/release_x86/libv_list.ini | Ini                |         16 |          0 |          4 |         20 |
| /home/jklasen/A-DRZ/argus/app/thermal/plugins/dji_thermal_sdk_v1.4_20220929/utility/bin/linux/release_x64/libv_list.ini   | Ini                |         20 |          0 |          4 |         24 |
| /home/jklasen/A-DRZ/argus/app/thermal/plugins/dji_thermal_sdk_v1.4_20220929/utility/bin/linux/release_x86/libv_list.ini   | Ini                |         20 |          0 |          4 |         24 |
| /home/jklasen/A-DRZ/argus/app/thermal/thermal.py                                                                          | Python             |        589 |         98 |        121 |        808 |
| /home/jklasen/A-DRZ/argus/app/thermal/thermal_analyser.py                                                                 | Python             |        124 |         12 |         38 |        174 |
| /home/jklasen/A-DRZ/argus/app/utilities/gradientDecomposer.py                                                             | Python             |         74 |         23 |         31 |        128 |
| /home/jklasen/A-DRZ/argus/app/utilities/lutGenerator.py                                                                   | Python             |         64 |         32 |         21 |        117 |
| /home/jklasen/A-DRZ/argus/app/webodm_manager.py                                                                           | Python             |        210 |         19 |         44 |        273 |
| /home/jklasen/A-DRZ/argus/argus.ps1                                                                                       | PowerShell         |         14 |          6 |          6 |         26 |
| /home/jklasen/A-DRZ/argus/argus.sh                                                                                        | Shell Script       |         50 |          6 |          9 |         65 |
| /home/jklasen/A-DRZ/argus/deprecated/PanoramaViewer.py                                                                    | Python             |         58 |          4 |         13 |         75 |
| /home/jklasen/A-DRZ/argus/deprecated/comparator.py                                                                        | Python             |         74 |         18 |         20 |        112 |
| /home/jklasen/A-DRZ/argus/deprecated/feature_matcher.py                                                                   | Python             |        257 |         50 |         48 |        355 |
| /home/jklasen/A-DRZ/argus/deprecated/get-gps-info.sh                                                                      | Shell Script       |         29 |         27 |          7 |         63 |
| /home/jklasen/A-DRZ/argus/deprecated/html_map.py                                                                          | Python             |        649 |          5 |         53 |        707 |
| /home/jklasen/A-DRZ/argus/deprecated/image_mapper.py                                                                      | Python             |        355 |         32 |         76 |        463 |
| /home/jklasen/A-DRZ/argus/deprecated/image_mapper_for_falsk.py                                                            | Python             |        450 |         44 |        104 |        598 |
| /home/jklasen/A-DRZ/argus/deprecated/intersection_calculator.py                                                           | Python             |        130 |        101 |         32 |        263 |
| /home/jklasen/A-DRZ/argus/deprecated/main_new.py                                                                          | Python             |        454 |         67 |        114 |        635 |
| /home/jklasen/A-DRZ/argus/deprecated/main_old.py                                                                          | Python             |         60 |         22 |         24 |        106 |
| /home/jklasen/A-DRZ/argus/deprecated/mapViewer.html                                                                       | HTML               |        344 |          5 |         54 |        403 |
| /home/jklasen/A-DRZ/argus/deprecated/optimizer.py                                                                         | Python             |         15 |          1 |          6 |         22 |
| /home/jklasen/A-DRZ/argus/deprecated/pannellum.css                                                                        | CSS                |          1 |          1 |          0 |          2 |
| /home/jklasen/A-DRZ/argus/deprecated/pannellum.js                                                                         | JavaScript         |        109 |          1 |          1 |        111 |
| /home/jklasen/A-DRZ/argus/deprecated/path_reader.py                                                                       | Python             |         41 |          4 |          6 |         51 |
| /home/jklasen/A-DRZ/argus/deprecated/photoViewer.html                                                                     | HTML               |      1,132 |          1 |        172 |      1,305 |
| /home/jklasen/A-DRZ/argus/deprecated/randomizer.py                                                                        | Python             |         81 |         15 |         30 |        126 |
| /home/jklasen/A-DRZ/argus/deprecated/start-windows-docker.bat                                                             | Batch              |         15 |          0 |          0 |         15 |
| /home/jklasen/A-DRZ/argus/deprecated/startProcessing.html                                                                 | HTML               |        359 |          3 |         52 |        414 |
| /home/jklasen/A-DRZ/argus/deprecated/template.html                                                                        | HTML               |        372 |          4 |         28 |        404 |
| /home/jklasen/A-DRZ/argus/deprecated/template360.html                                                                     | HTML               |         69 |          1 |          6 |         76 |
| /home/jklasen/A-DRZ/argus/deprecated/transformer.py                                                                       | Python             |         79 |         23 |         25 |        127 |
| /home/jklasen/A-DRZ/argus/deprecated/visualize_gpx.py                                                                     | Python             |        113 |         20 |         20 |        153 |
| /home/jklasen/A-DRZ/argus/deprecated/webODM/webODM_docker_manager.py                                                      | Python             |         50 |         15 |         18 |         83 |
| /home/jklasen/A-DRZ/argus/deprecated/webODM/webODM_thread.py                                                              | Python             |         58 |          5 |         20 |         83 |
| /home/jklasen/A-DRZ/argus/detection/Dockerfile                                                                            | Docker             |         26 |          5 |         18 |         49 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/cityscapes_detection.py                                        | Python             |         55 |          1 |          1 |         57 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/cityscapes_instance.py                                         | Python             |         55 |          1 |          1 |         57 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/coco_detection.py                                              | Python             |         48 |          1 |          1 |         50 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/coco_instance.py                                               | Python             |         48 |          1 |          1 |         50 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/coco_instance_semantic.py                                      | Python             |         53 |          1 |          1 |         55 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/coco_panoptic.py                                               | Python             |         58 |          1 |          1 |         60 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/deepfashion.py                                                 | Python             |         52 |          1 |          1 |         54 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/lvis_v0.5_instance.py                                          | Python             |         23 |          1 |          1 |         25 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/lvis_v1_instance.py                                            | Python             |         23 |          1 |          1 |         25 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/openimages_detection.py                                        | Python             |         64 |          1 |          1 |         66 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/voc0712.py                                                     | Python             |         54 |          1 |          1 |         56 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/datasets/wider_face.py                                                  | Python             |         62 |          1 |          1 |         64 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/default_runtime.py                                                      | Python             |         15 |          9 |          4 |         28 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/cascade_mask_rcnn_r50_fpn.py                                     | Python             |        194 |          2 |          1 |        197 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/cascade_rcnn_r50_fpn.py                                          | Python             |        177 |          2 |          1 |        180 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/fast_rcnn_r50_fpn.py                                             | Python             |         60 |          2 |          1 |         63 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/faster_rcnn_r50_caffe_c4.py                                      | Python             |        115 |          2 |          1 |        118 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/faster_rcnn_r50_caffe_dc5.py                                     | Python             |        103 |          2 |          1 |        106 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/faster_rcnn_r50_fpn.py                                           | Python             |        104 |          4 |          1 |        109 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/mask_rcnn_r50_caffe_c4.py                                        | Python             |        123 |          2 |          1 |        126 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/mask_rcnn_r50_fpn.py                                             | Python             |        118 |          2 |          1 |        121 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/retinanet_r50_fpn.py                                             | Python             |         58 |          2 |          1 |         61 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/rpn_r50_caffe_c4.py                                              | Python             |         56 |          2 |          1 |         59 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/rpn_r50_fpn.py                                                   | Python             |         56 |          2 |          1 |         59 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/models/ssd300.py                                                        | Python             |         54 |          2 |          1 |         57 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/schedules/schedule_1x.py                                                | Python             |          9 |          2 |          1 |         12 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/schedules/schedule_20e.py                                               | Python             |          9 |          2 |          1 |         12 |
| /home/jklasen/A-DRZ/argus/detection/config/_base_/schedules/schedule_2x.py                                                | Python             |          9 |          2 |          1 |         12 |
| /home/jklasen/A-DRZ/argus/detection/config/custom/_config.py                                                              | Python             |         53 |          1 |          2 |         56 |
| /home/jklasen/A-DRZ/argus/detection/config/custom/config.py                                                               | Python             |          3 |          1 |          1 |          5 |
| /home/jklasen/A-DRZ/argus/detection/config/custom/mask_rcnn_r50_caffe_fpn_mstrain-poly_1x_coco.py                         | Python             |         48 |          1 |          1 |         50 |
| /home/jklasen/A-DRZ/argus/detection/config/custom/mask_rcnn_r50_fpn_1x_coco.py                                            | Python             |          5 |          0 |          1 |          6 |
| /home/jklasen/A-DRZ/argus/detection/detection_process.py                                                                  | Python             |         64 |         12 |         24 |        100 |
| /home/jklasen/A-DRZ/argus/detection/detection_server.py                                                                   | Python             |         59 |          0 |         18 |         77 |
| /home/jklasen/A-DRZ/argus/detection/main.py                                                                               | Python             |         10 |          0 |          5 |         15 |
| /home/jklasen/A-DRZ/argus/detection/templates/status.html                                                                 | HTML               |         16 |          0 |          0 |         16 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/README.md                                                        | Markdown           |          4 |          0 |          3 |          7 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/__init__.py                                                      | Python             |          4 |          0 |          1 |          5 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/inference.py                                                     | Python             |         34 |          4 |         13 |         51 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/inference/__init__.py                                            | Python             |          0 |          0 |          1 |          1 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/inference/annotationhandler.py                                   | Python             |         61 |          4 |         17 |         82 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/inference/customcoco.py                                          | Python             |         39 |          0 |         12 |         51 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/inference/datahandler.py                                         | Python             |        226 |          3 |         41 |        270 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/inference/inference_engine.py                                    | Python             |         74 |          1 |         17 |         92 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/inference/merger.py                                              | Python             |        140 |         22 |         23 |        185 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/inference/splitter.py                                            | Python             |         93 |          7 |         20 |        120 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/models.json                                                      | JSON               |          3 |          0 |          0 |          3 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/raw_coco/README.md                                               | Markdown           |         27 |          0 |         15 |         42 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/raw_coco/dataset.py                                              | Python             |        547 |         45 |         83 |        675 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/raw_coco/different_formats/label_studio_json_converter.py        | Python             |        197 |         18 |         45 |        260 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/raw_coco/main.py                                                 | Python             |         14 |          1 |          8 |         23 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/run_object_detection.py                                          | Python             |        387 |         66 |         75 |        528 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/showdata.py                                                      | Python             |         38 |          3 |          9 |         50 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/train.py                                                         | Python             |        155 |         38 |         43 |        236 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/utils/__init__.py                                                | Python             |          3 |          0 |          1 |          4 |
| /home/jklasen/A-DRZ/argus/detection/transformer_pipeline/utils/utils.py                                                   | Python             |        178 |          4 |         34 |        216 |
| /home/jklasen/A-DRZ/argus/docker-compose.gpu.intel.yml                                                                    | YAML               |          7 |          0 |          1 |          8 |
| /home/jklasen/A-DRZ/argus/docker-compose.gpu.nvidia.yml                                                                   | YAML               |         18 |          0 |          1 |         19 |
| /home/jklasen/A-DRZ/argus/docker-compose.nodeodm.yml                                                                      | YAML               |          8 |          0 |          1 |          9 |
| /home/jklasen/A-DRZ/argus/docker-compose.webodm.yml                                                                       | YAML               |         58 |          0 |          2 |         60 |
| /home/jklasen/A-DRZ/argus/docker-compose.yml                                                                              | YAML               |         46 |          0 |          1 |         47 |
| /home/jklasen/A-DRZ/argus/install.sh                                                                                      | Shell Script       |         13 |          7 |          7 |         27 |
| /home/jklasen/A-DRZ/argus/project.json                                                                                    | JSON               |          1 |          0 |          0 |          1 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/.VSCodeCounter/2024-09-12_15-25-53/details.md                          | Markdown           |        380 |          0 |          6 |        386 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/.VSCodeCounter/2024-09-12_15-25-53/diff-details.md                     | Markdown           |          9 |          0 |          6 |         15 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/.VSCodeCounter/2024-09-12_15-25-53/diff.md                             | Markdown           |         12 |          0 |          7 |         19 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/.VSCodeCounter/2024-09-12_15-25-53/results.json                        | JSON               |          1 |          0 |          0 |          1 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/.VSCodeCounter/2024-09-12_15-25-53/results.md                          | Markdown           |        122 |          0 |          7 |        129 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/.github/ISSUE_TEMPLATE/bug_report.md                                   | Markdown           |         52 |          4 |         18 |         74 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/.github/ISSUE_TEMPLATE/config.yml                                      | YAML               |          5 |          0 |          1 |          6 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/.github/ISSUE_TEMPLATE/feature_request.md                              | Markdown           |         20 |          3 |          9 |         32 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/.github/workflows/main.yml                                             | YAML               |        331 |          9 |          9 |        349 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/README.md                                                     | Markdown           |         16 |          0 |          7 |         23 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/include/fbow/bow_feat_vector.h                                | C++                |         15 |         28 |          8 |         51 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/include/fbow/bow_vector.h                                     | C++                |         16 |         29 |          7 |         52 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/include/fbow/cpu.h                                            | C++                |        120 |         37 |         15 |        172 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/include/fbow/fbow.h                                           | C++                |          8 |         25 |          4 |         37 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/include/fbow/fbow_exports.h                                   | C++                |         16 |         54 |          7 |         77 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/include/fbow/type.h                                           | C++                |         15 |         26 |          6 |         47 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/include/fbow/vocabulary.h                                     | C++                |        168 |         66 |         24 |        258 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/include/fbow/vocabulary_creator.h                             | C++                |        200 |         52 |         44 |        296 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/src/fbow.cpp                                                  | C++                |        409 |         71 |         76 |        556 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/src/vocabulary_creator.cpp                                    | C++                |        311 |         80 |         52 |        443 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/tests/fbow_test_cpu.cpp                                       | C++                |         74 |         25 |         14 |        113 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/utils/cmd_line_parser.h                                       | C++                |         33 |         25 |          5 |         63 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/utils/dir_reader.h                                            | C++                |        691 |        301 |        223 |      1,215 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/utils/fbow_create_vocabulary.cpp                              | C++                |         66 |         25 |         17 |        108 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/utils/fbow_dump_features.cpp                                  | C++                |         94 |         25 |         16 |        135 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/FBoW/utils/fbow_transform.cpp                                      | C++                |         68 |         25 |         14 |        107 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/json/include/nlohmann/json.hpp                                     | C++                |     10,955 |      7,819 |      2,069 |     20,843 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/json/include/nlohmann/json_fwd.hpp                                 | C++                |         27 |         25 |          6 |         58 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/async.h                                      | C++                |         52 |         20 |         16 |         88 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/async_logger.h                               | C++                |         38 |         19 |         17 |         74 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/common.h                                     | C++                |        186 |         20 |         38 |        244 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/async_logger_impl.h                  | C++                |         85 |         11 |         15 |        111 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/circular_q.h                         | C++                |         50 |          9 |         14 |         73 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/console_globals.h                    | C++                |         61 |          4 |         10 |         75 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/file_helper.h                        | C++                |        103 |         24 |         26 |        153 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/fmt_helper.h                         | C++                |        100 |          7 |         16 |        123 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/log_msg.h                            | C++                |         39 |          5 |         12 |         56 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/logger_impl.h                        | C++                |        360 |         16 |         66 |        442 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/mpmc_blocking_q.h                    | C++                |         85 |         20 |         17 |        122 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/null_mutex.h                         | C++                |         32 |          5 |          9 |         46 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/os.h                                 | C++                |        338 |         26 |         58 |        422 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/pattern_formatter.h                  | C++                |      1,097 |         61 |        179 |      1,337 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/periodic_worker.h                    | C++                |         52 |         10 |         10 |         72 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/registry.h                           | C++                |        224 |         19 |         43 |        286 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/details/thread_pool.h                        | C++                |        195 |         12 |         32 |        239 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bin_to_hex.h                             | C++                |        123 |         25 |         25 |        173 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/LICENSE.rst                      | reStructuredText   |         19 |          0 |          5 |         24 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/chrono.h                         | C++                |        396 |         14 |         43 |        453 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/color.h                          | C++                |        490 |         34 |         54 |        578 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/core.h                           | C++                |      1,048 |        215 |        240 |      1,503 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/format-inl.h                     | C++                |        785 |         90 |         98 |        973 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/format.h                         | C++                |      2,623 |        473 |        460 |      3,556 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/locale.h                         | C++                |         60 |          6 |         12 |         78 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/ostream.h                        | C++                |        105 |         27 |         22 |        154 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/posix.h                          | C++                |        173 |         84 |         68 |        325 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/printf.h                         | C++                |        623 |        129 |        104 |        856 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/ranges.h                         | C++                |        244 |         16 |         49 |        309 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/bundled/time.h                           | C++                |        119 |         16 |         26 |        161 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/fmt.h                                    | C++                |         14 |          8 |          4 |         26 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/fmt/ostr.h                                   | C++                |         10 |          7 |          2 |         19 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/formatter.h                                  | C++                |         12 |          4 |          5 |         21 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/logger.h                                     | C++                |        109 |         29 |         51 |        189 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/android_sink.h                         | C++                |         94 |          9 |         19 |        122 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/ansicolor_sink.h                       | C++                |        118 |         18 |         26 |        162 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/base_sink.h                            | C++                |         49 |         10 |         11 |         70 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/basic_file_sink.h                      | C++                |         47 |         10 |         14 |         71 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/daily_file_sink.h                      | C++                |        104 |         15 |         18 |        137 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/dist_sink.h                            | C++                |         71 |          6 |         18 |         95 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/msvc_sink.h                            | C++                |         33 |          7 |         15 |         55 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/null_sink.h                            | C++                |         34 |          4 |         12 |         50 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/ostream_sink.h                         | C++                |         43 |          4 |         11 |         58 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/rotating_file_sink.h                   | C++                |        114 |         23 |         19 |        156 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/sink.h                                 | C++                |         42 |          6 |         12 |         60 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/stdout_color_sinks.h                   | C++                |         44 |          4 |          9 |         57 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/stdout_sinks.h                         | C++                |         77 |          5 |         21 |        103 |
